Title,Productioncompany,Release date,Running time,Country,Language,Box office,Metascore,imdbRating,Rotten_Tomatoes,Genre,Rated,BoxOffice_Api,Type,Directed by,Written by,Based on,Produced by,Starring,Music by,Distributed by,Budget,Story by,Narrated by,Cinematography,Edited by,Languages,Screenplay by,Countries,Productioncompanies,Color process,Created by,Country of origin,No. of seasons,No. of episodes,Executive producers,Production company,Original network,Picture format,Audio format,Original release,Related shows,Original language,Executive producer,Producers,Editors,Distributor,Japanese,Hepburn,Adaptation by,Animation by,Traditional,Simplified
The Country Bears,['Walt Disney Pictures'],"['July21,2002(2002-07-21)', ' (premiere)', 'July26,2002(2002-07-26)', ' (wide release)']",['88 minutes'],['United States'],['English'],['$18 million[1]'],37,4.2,31%,"Comedy, Family, Music",G,"$16,990,825",movie,['Peter Hastings'],['Mark Perez'],['Country Bear Jamboree'],['Andrew GunnJeffrey Chernov'],"['Christopher WalkenDaryl ""Chill"" MitchellDiedrich BaderAlex RoccoHaley Joel Osment']",['Christopher Young'],['Buena Vista Pictures'],['$35 million'],,,['C. Mitchell Amundsen'],['George BowersSeth Flaum'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirited Away,['Studio Ghibli'],['20July2001(2001-07-20) (Japan)'],['125 minutes[1]'],['Japan'],['Japanese'],['$395.8 million[a]'],N/A,N/A,,"Drama, Fantasy, Mystery, Romance",N/A,N/A,movie,['Hayao Miyazaki'],['Hayao Miyazaki'],,['Toshio Suzuki'],"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Takeshi Naito', 'Yasuko Sawaguchi', 'Tsunehiko Kamijō', 'Takehiko Ono', 'Bunta Sugawara']",['Joe Hisaishi'],['Toho'],['¥1.9–2 billion (US$15–19.2 million)[2][3]'],,,['Atsushi Okui'],['Takeshi Seyama'],,,,,,,,,,,,,,,,,,,,,,['千と千尋の神隠し'],['Sen to Chihiro no Kamikakushi'],,,,
Tuck Everlasting,,"['October11,2002(2002-10-11) (U.S.)']",['96 minutes'],['United States'],['English'],['$19.3 million[1]'],66,6.6,60%,"Drama, Family, Fantasy",PG,"$19,161,999",movie,['Jay Russell'],,['Tuck Everlasting byNatalie Babbitt'],['Marc AbrahamJane StartzThomas Bliss'],['Alexis BledelBen KingsleySissy SpacekAmy IrvingVictor GarberJonathan JacksonScott BairstowWilliam Hurt'],['William Ross'],['Buena Vista Pictures'],['$15 million[citation needed]'],,,['James L. Carter'],['Jay Cassidy'],,['Jeffrey LieberJames V. Hart'],,['Walt Disney PicturesScholastic Studios'],,,,,,,,,,,,,,,,,,,,,,,
The Santa Clause 2,,"['November1,2002(2002-11-01)']",['104 minutes'],['United States'],['English'],['$172.9 million[1]'],48,5.7,56%,"Comedy, Family, Fantasy",G,"$139,236,327",movie,['Michael Lembeck'],['Don RhymerCinco PaulKen DaurioEd DecterJohn J. Strauss'],['Characters createdby Leo BenvenutiSteve Rudnick'],['Robert NewmyerBrian ReillyJeffrey Silver'],"['Tim Allen', 'Judge Reinhold', 'Wendy Crewson', 'Elizabeth Mitchell', 'David Krumholtz', 'Eric Lloyd', 'Spencer Breslin', 'Liliana Mumy']",['George S. Clinton'],['Buena Vista Pictures Distribution'],['$65 million[1][2]'],,,['Adam Greenberg'],['David Finfer'],,,,['Walt Disney PicturesOutlaw ProductionsBoxing Cat Films'],,,,,,,,,,,,,,,,,,,,,,,
Treasure Planet,,"['November27,2002(2002-11-27)']",['95 minutes'],['United States'],['English'],['$109.6 million[1]'],60,7.2,69%,"Animation, Adventure, Family",PG,"$38,176,783",movie,['Ron ClementsJohn Musker'],,['Treasure Islandby Robert Louis Stevenson'],['Ron ClementsJohn MuskerRoy Conli'],['Joseph Gordon-LevittBrian MurrayEmma ThompsonDavid Hyde PierceMartin ShortMichael WincottLaurie MetcalfRoscoe Lee BrownePatrick McGoohan'],['James Newton Howard'],['Buena Vista Pictures'],['$140 million[1]'],['Ron ClementsJohn MuskerTed Elliott Terry Rossio'],,,['Michael Kelly'],,['Ron ClementsJohn MuskerRob Edwards'],,['Walt Disney PicturesWalt Disney Feature Animation'],,,,,,,,,,,,,,,,,,,,,,,
The Jungle Book 2,,"['February14,2003(2003-02-14)']",['72 minutes[2]'],,['English'],['$135.7 million[2]'],38,5.4,18%,"Animation, Adventure, Family",G,"$47,901,582",movie,['Steve Trenbirth'],"['Karl Geurs', 'Evan Spiliotopoulos']",,"['Christopher Chase', 'Mary Thorne']","['Haley Joel Osment', 'John Goodman', 'Mae Whitman', 'Bob Joles', 'Tony Jay', 'Phil Collins', 'John Rhys-Davies', 'Jim Cummings']",['Joel McNeely'],['Buena Vista Pictures'],['$20 million[2]'],,,,"['Christopher K. Gee', 'Peter Lonsdale']",,,['United StatesAustralia'],['DisneyToon Studios[1]Walt Disney Pictures[1]'],,,,,,,,,,,,,,,,,,,,,,,
Piglet's Big Movie,,"['March16,2003(2003-03-16) (premiere)', 'March21,2003(2003-03-21) (United States)', 'July2,2003(2003-07-02) (Manila, Philippines)']",['75 minutes'],['United States[1]'],['English'],['$62.9million[4]'],62,6.2,70%,"Animation, Adventure, Comedy",G,"$23,103,423",movie,['Francis Glebas'],,['Winnie the Pooh and The House at Pooh Corner createdby A. A. Milne (Books)'],['Michelle Pappalardo-Robinson'],"['John Fiedler', 'Jim Cummings', 'Nikita Hopkins', 'Ken Sansom', 'Peter Cullen', 'Kath Soucie', 'Andre Stojka', 'Tom Wheatley']","['Carl Johnson (score)', 'Carly Simon (songs)']",['Buena Vista Pictures'],['$46million[3]'],,,,['Ivan Bilancio'],,"['Brian Hohlfeld', 'A. A. Milne (Books)']",,['DisneyToon Studios[2]Walt Disney Pictures[1][2]'],,,,,,,,,,,,,,,,,,,,,,,
Ghosts of the Abyss,,"['March31,2003(2003-03-31) (premiere)', 'April11,2003(2003-04-11) (limited)']",['61 minutes'],['United States'],['English'],['$28.7 million[2]'],67,6.8,80%,"Documentary, Family",G,"$17,040,871",movie,['James Cameron'],,,['John BrunoJames CameronChuck ComiskyJanace TashjianAndrew Wight'],['Bill PaxtonJames CameronDr. John BroadwaterDr. Lori Johnston'],['Joel McNeely'],['Buena Vista Pictures Distribution'],['$13 million[1]'],,,['Vince PaceD. J. Roller'],['David C. CookEd W. MarshSven PapeJohn Refoua'],,,,['Walden MediaEarthship ProductionsAscot Elite Entertainment GroupGolden VillageTelepoolUGC PH'],,,,,,,,,,,,,,,,,,,,,,,
Holes,,"['April18,2003(2003-04-18) (United States)']",['117 minutes'],['United States'],['English'],['$71.4 million[1]'],71,7.0,78%,"Adventure, Comedy, Drama",PG,"$67,406,573",movie,['Andrew Davis'],,['Holesby Louis Sachar'],"['Andrew Davis', 'Lowell D. Blank', 'Mike Medavoy', 'Teresa Tucker-Davies']","['Sigourney Weaver', 'Jon Voight', 'Patricia Arquette', 'Tim Blake Nelson', 'Shia LaBeouf']",['Joel McNeely'],['Buena Vista Pictures'],['$20 million[1]'],,,['Stephen St. John'],"['Thomas J. Nordberg', 'Jeffrey Wolf']",,['Louis Sachar'],,"['Walt Disney Pictures', 'Walden Media', 'Phoenix Pictures', 'Chicago Pacific Entertainment']",,,,,,,,,,,,,,,,,,,,,,,
The Lizzie McGuire Movie,,"['May2,2003(2003-05-02) (United States)', 'August29,2003(2003-08-29) (United Kingdom)']",['94 minutes'],['United States'],['English'],['$55.5 million[2]'],56,5.5,40%,"Adventure, Comedy, Family",PG,"$42,734,455",movie,['Jim Fall'],,['Lizzie McGuireby Terri Minsky'],['Stan Rogow'],"['Hilary Duff', 'Adam Lamberg', 'Robert Carradine', 'Hallie Todd', 'Jake Thomas']",['Cliff Eidelman'],['Buena Vista Pictures'],['$17 million[1]'],,,['Jerzy Zieliński'],['Margie Goodspeed'],,"['Susan Estelle Jansen', 'Ed Decter', 'John J. Strauss']",,"['Walt Disney Pictures', 'Stan Rogow Productions']",,,,,,,,,,,,,,,,,,,,,,,
Finding Nemo,,"['May30,2003(2003-05-30)']",['100 minutes[1]'],['United States'],['English'],['$940.3million[1]'],,,,,,,,['Andrew Stanton'],,,['Graham Walters'],"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']",['Thomas Newman'],['Buena Vista Pictures Distribution'],['$94million[1]'],['Andrew Stanton'],,"['Sharon Calahan', 'Jeremy Lasky']",['David Ian Salter'],,"['Andrew Stanton', 'Bob Peterson', 'David Reynolds']",,"['Walt Disney Pictures', 'Pixar Animation Studios']",,,,,,,,,,,,,,,,,,,,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,,"['June28,2003(2003-06-28) (Disneyland Resort)', 'July9,2003(2003-07-09) (United States)']",['143 minutes[1]'],['United States'],['English'],['$654.3 million[2]'],,,,,,,,['Gore Verbinski'],,['Pirates of the Caribbeanby Walt Disney'],['Jerry Bruckheimer'],"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jonathan Pryce']",['Klaus Badelt'],['Buena Vista Pictures Distribution'],['$140 million[2]'],"['Ted Elliott', 'Terry Rossio', 'Stuart Beattie', 'Jay Wolpert']",,['Dariusz Wolski'],"['Craig Wood', 'Stephen Rivkin', 'Arthur Schmidt']",,"['Ted Elliott', 'Terry Rossio']",,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']",,,,,,,,,,,,,,,,,,,,,,,
Freaky Friday,,"['August4,2003(2003-08-04) (Los Angeles)', 'August6,2003(2003-08-06) (United States)']",['97 minutes'],['United States'],['English'],['$160.8 million[2]'],70,6.2,88%,"Comedy, Family, Fantasy",PG,"$110,230,332",movie,['Mark Waters'],,['Freaky Fridayby Mary Rodgers'],['Andrew Gunn'],"['Jamie Lee Curtis', 'Lindsay Lohan', 'Harold Gould', 'Chad Michael Murray', 'Mark Harmon']",['Rolfe Kent'],['Buena Vista Pictures'],['$26 million[1]'],,,['Oliver Wood'],['Bruce Green'],,"['Heather Hach', 'Leslie Dixon']",,"['Walt Disney Pictures', 'Gunn Films']",,,,,,,,,,,,,,,,,,,,,,,
Brother Bear,,"['November1,2003(2003-11-01)']",['85 minutes'],['United States'],['English'],['$250.4 million[2]'],,,,,,,,['Aaron BlaiseRobert Walker'],,,['Chuck Williams'],['Joaquin PhoenixJeremy SuarezRick MoranisDave ThomasJason RaizeD.B. Sweeney'],['Phil CollinsMark Mancina'],['Buena Vista Pictures'],['$46 million[1]'],['Stevie Wermers-SkeltonKevin DetersWoody WoodmanThom EnriquezKevin HarkeyBroose JohnsonJohn NortonJohn Puglisi'],['Harold Gould'],,['Tim Mertens'],,['Tab MurphyLorne CameronDavid HoseltonSteve BencichRon J. Friedman'],,['Walt Disney PicturesWalt Disney Feature Animation'],,,,,,,,,,,,,,,,,,,,,,,
The Haunted Mansion,['Walt Disney Pictures'],"['November26,2003(2003-11-26)']",['86 minutes[1]'],['United States'],['English'],['$182.3 million[2]'],,,,,,,,['Rob Minkoff'],['David Berenbaum'],['The Haunted Mansion'],"['Andrew Gunn', 'Don Hahn']","['Eddie Murphy', 'Terence Stamp', 'Wallace Shawn', 'Marsha Thomason', 'Jennifer Tilly']",['Mark Mancina'],['Buena Vista Pictures'],['$90 million[2]'],,,['Remi Adefarasin'],['Priscilla Nedd-Friendly'],,,,,,,,,,,,,,,,,,,,,,,,,,,
The Young Black Stallion,,"['December25,2003(2003-12-25)']",['50 minutes'],['United States'],['English'],"['$9,638,389']",,,,,,,,['Simon Wincer'],,['The Young Black Stallion by Walter FarleySteven Farley'],['Fred RoosFrank Marshall'],['Richard RomanusBiana G. TamimiPatrick Elyas'],['William Ross'],['Buena Vista Pictures'],,,,['Reed Smoot'],['Bud SmithTerry BlytheM. Scott Smith'],,['Jeanne Rosenberg'],,['Walt Disney PicturesThe Kennedy/Marshall Company'],,,,,,,,,,,,,,,,,,,,,,,
Teacher's Pet,,"['January16,2004(2004-01-16)']",['74 minutes'],['United States'],['English'],['$6.5 million[1]'],,,,,,,,['Timothy Björklund'],,"[""Teacher's Petby Gary BasemanBill SteinkellnerCheri Steinkellner""]",['Stephen Swofford'],['Nathan LaneShaun FlemingDebra Jo RuppKelsey GrammerDavid Ogden StiersJerry StillerRosalyn Landor'],['Stephen James Taylor'],['Buena Vista Pictures'],['$10 million'],,,,,,['Bill SteinkellnerCheri Steinkellner'],,['Walt Disney PicturesWalt Disney Television AnimationToon City Animation'],,,,,,,,,,,,,,,,,,,,,,,
Miracle,,"['February20,2004(2004-02-20)']",['136 minutes'],['United States'],['English'],['$64.5 million[1]'],,,,,,,,"[""Gavin O'Connor""]",['Eric GuggenheimMike Rich'],,"[""Mark CiardiGordon GrayRoss GreenburgJustis GreeneJon MoneGreg O'Connor""]",['Kurt RussellPatricia ClarksonNoah Emmerich'],['Mark Isham'],['Buena Vista Pictures'],['$28 million[1]'],,,['Dan Stoloff'],['John GilroyDaric Loo'],,,,['Walt Disney PicturesMayhem Pictures'],,,,,,,,,,,,,,,,,,,,,,,
Confessions of a Teenage Drama Queen,['Walt Disney Pictures'],"['February17,2004(2004-02-17) (United States)']",['89 minutes'],['United States'],['English'],['$33.1 million[1]'],33,4.7,14%,"Comedy, Family, Music",PG,"$29,331,068",movie,['Sara Sugarman'],,['Confessions of a Teenage Drama Queenby Dyan Sheldon'],"['Robert Shapiro', 'Jerry Leider']","['Lindsay Lohan', 'Adam Garcia', 'Glenne Headly', 'Alison Pill', 'Carol Kane', 'Megan Fox']",['Mark Mothersbaugh'],['Buena Vista Pictures Distribution'],['$15 million'],,,['Stephen H. Burum'],['Anita Brandt-Burgoyne'],,['Gail Parent'],,,,,,,,,,,,,,,,,,,,,,,,,
Home on the Range,,"['April2,2004(2004-04-02)']",['76 minutes'],['United States'],['English'],['$145.5 million[1]'],50,5.4,53%,"Animation, Adventure, Comedy",PG,"$50,030,461",movie,"['Will Finn', 'John Sanford']","['Will Finn', 'John Sanford']",,['Alice Dewey Goldstone'],"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly', 'Cuba Gooding Jr.', 'Randy Quaid', 'Steve Buscemi']",['Alan Menken'],['Buena Vista Pictures'],['$110 million[1]'],"['Will Finn', 'John Sanford', 'Michael LaBash', 'Sam Levine', 'Mark Kennedy', 'Robert Lence']",,,['H. Lee Peterson'],,,,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",,,,,,,,,,,,,,,,,,,,,,,
Sacred Planet,['Walt Disney Pictures'],"['April22,2004(2004-04-22)']",['40 minutes'],,['English'],"['$1,108,356']",53,6.1,58%,"Documentary, Short",G,"$1,108,356",movie,['Jon Long[1]Hairul Salleh Askor'],['Karen Fernandez LongJon Long'],,['Jon LongKaren Fernandez Long'],['Arapata McKayTsaan CiqaeMae TuiCy Peck Jr.Mutang Urud'],,['Buena Vista Pictures'],,,['Robert Redford'],['William Reeve'],['Jon Long'],,,['CanadaMalaysiaUnited States'],,,,,,,,,,,,,,,,,,,,,,,,
Around the World in 80 Days,,"['June16,2004(2004-06-16)']",['120 minutes[1]'],['United States'],,['$72.2 million[1]'],49,5.9,32%,"Action, Adventure, Comedy",PG,"$24,008,137",movie,['Frank Coraci'],,['Around the World in Eighty Daysby Jules Verne'],['Bill BadalatoHal Lieberman'],"['Jackie Chan', 'Steve Coogan', 'Cécile de France', 'Jim Broadbent', 'Karen Mok']",['Trevor JonesDavid A. Stewart'],['Buena Vista Pictures Distribution'],['$110 million[1]'],,,['Phil Meheux'],['Tom Lewis'],['English  French  Mandarin Chinese  Hindi'],['David TitcherDavid BenulloDavid Goldstein'],,['Walt Disney PicturesWalden MediaSpanknyce FilmsMostow/Lieberman Productions'],,,,,,,,,,,,,,,,,,,,,,,
America's Heart and Soul,,"['July2,2004(2004-07-02)']",['84 minutes'],['United States'],['English'],"['$314,402']",,,,,,,,['Louis Schwartzberg'],,,['Louis Schwartzberg'],,['Joel McNeely'],['Buena Vista Pictures'],,,,['Louis Schwartzberg'],['Brian FunckTom McGah'],,,,['Walt Disney PicturesBlacklight Films'],,,,,,,,,,,,,,,,,,,,,,,
The Princess Diaries 2: Royal Engagement,,"['August11,2004(2004-08-11)']",['113 minutes[1]'],['United States'],['English'],['$134.7 million[3]'],,,,,,,,['Garry Marshall'],,['Charactersby Meg Cabot'],"['Whitney Houston', 'Debra Martin Chase']","['Anne Hathaway', 'Heather Matarazzo', 'John Rhys-Davies', 'Héctor Elizondo', 'Julie Andrews', 'Chris Pine', 'Raven-Symone']",['John Debney'],['Buena Vista Pictures'],['$45 million[2]'],"['Shonda Rhimes', 'Gina Wendkos']",,['Charles Minsky'],['Bruce Green'],,['Shonda Rhimes'],,"['Walt Disney Pictures', 'ShondaLand', 'Martin Chase Productions']",,,,,,,,,,,,,,,,,,,,,,,
The Incredibles,,"['October24,2004(2004-10-24) (El Capitan Theatre)', 'October27,2004(2004-10-27) (BFI London Film Festival)', 'November5,2004(2004-11-05) (United States)']",['115 minutes[2]'],['United States'],['English'],['$633million[3]'],,,,,,,,['Brad Bird'],['Brad Bird'],,['John Walker'],"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Jason Lee', 'Samuel L. Jackson', 'Elizabeth Peña']",['Michael Giacchino'],['Buena Vista Pictures Distribution[1]'],['$92million[3]'],,,"['Andrew Jimenez', 'Patrick Lin', 'Janet Lucroy']",['Stephen Schaffer'],,,,"['Walt Disney Pictures[1]', 'Pixar Animation Studios[1]']",,,,,,,,,,,,,,,,,,,,,,,
National Treasure,,"['November19,2004(2004-11-19)']",['131 minutes'],['United States'],['English'],['$347.5 million[1]'],39,6.9,46%,"Action, Adventure, Mystery",PG,"$173,008,894",movie,['Jon Turteltaub'],,,"['Jerry Bruckheimer', 'Jon Turteltaub']","['Nicolas Cage', 'Harvey Keitel', 'Jon Voight', 'Diane Kruger', 'Sean Bean', 'Justin Bartha', 'Christopher Plummer']",['Trevor Rabin'],['Buena Vista Pictures'],['$100 million[1]'],"['Jim Kouf', 'Oren Aviv', 'Charles Segars']",,['Caleb Deschanel'],['William Goldenberg'],,"['Jim Kouf', 'Cormac Wibberley', 'Marianne Wibberley']",,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Junction Entertainment', 'Saturn Films']",,,,,,,,,,,,,,,,,,,,,,,
Aliens of the Deep,,"['January28,2005(2005-01-28)']",['100 minutes[2]'],['United States'],['English'],['$9 million[2]'],71,6.4,84%,"Documentary, Family",G,"$8,968,684",movie,"['James Cameron[1]', 'Steven Quale[1]']",,,"['James Cameron', 'Andrew Wight']","['Anatoly Sagalevich', 'Genya Chernaiev', 'Victor Nischeta', 'Pamela G. Conrad', 'Jim Childress', 'Dijanna Figueroa']",['Jeehun Hwang'],['Buena Vista Pictures'],,,,"['James Cameron', 'Vince Pace', 'Ron Allum']","['Matthew Kregor', 'Fiona Wight']",,,,"['Walt Disney Pictures', 'Walden Media', 'Earthship Productions']",,,,,,,,,,,,,,,,,,,,,,,
Pooh's Heffalump Movie,,"['February11,2005(2005-02-11)[2]']",['68 minutes[2]'],['United States[2]'],['English'],['$52.9million[3]'],,,,,,,,['Frank Nissen'],"['Brian Hohlfeld', 'Evan Spiliotopoulos']",['Characters created by A. A. Milne'],['Jessica Koplos-Miller'],"['Jim Cummings', 'John Fiedler', 'Kath Soucie', 'Nikita Hopkins', 'Ken Sansom', 'Peter Cullen', 'Kyle Stanger', 'Brenda Blethyn']",['Joel McNeely'],['Buena Vista Pictures[2]'],['$20million'],,,,,,,,['Walt Disney Pictures[1]Disneytoon Studios[2]'],,,,,,,,,,,,,,,,,,,,,,,
The Pacifier,,"['March4,2005(2005-03-04)']",['95 minutes[1]'],['United States'],['English'],['$198.6 million[2]'],30,5.6,21%,"Action, Comedy, Drama",PG,"$113,086,868",movie,['Adam Shankman'],"['Thomas Lennon', 'Robert Ben Garant']",,"['Roger Birnbaum', 'Gary Barber', 'Jonathan Glickman']","['Vin Diesel', 'Lauren Graham', 'Faith Ford', 'Brittany Snow', 'Max Thieriot', 'Carol Kane', 'Brad Garrett']",['John Debney'],['Buena Vista Pictures Distribution[1]'],['$56 million[2]'],,,['Peter James'],['Christopher Greenbury'],,,,"['Walt Disney Pictures[1]', 'Spyglass Entertainment[1]']",,,,,,,,,,,,,,,,,,,,,,,
Ice Princess,,"['March18,2005(2005-03-18)']",['97 minutes'],['United States'],['English'],['$27.6 million'],55,6.0,52%,"Comedy, Drama, Family",G,"$24,402,491",movie,['Tim Fywell'],,,['Bridget Johnson'],['Joan CusackKim CattrallMichelle TrachtenbergHayden Panettiere'],['Christophe Beck'],['Buena Vista Pictures'],['$25 million[1]'],['Meg CabotHadley Davis'],,['David Hennings'],['Janice Hampton'],,['Hadley Davis'],,['Walt Disney PicturesBridget Johnson FilmsOn The Ice Productions'],,,,,,,,,,,,,,,,,,,,,,,
Herbie: Fully Loaded,,"['June22,2005(2005-06-22)']",['101 minutes'],['United States'],['English'],['$144.1 million'],47,4.8,40%,"Adventure, Comedy, Family",G,"$66,023,816",movie,['Angela Robinson'],,['Charactersby Gordon Buford'],['Robert Simonds'],"['Lindsay Lohan', 'Justin Long', 'Breckin Meyer', 'Matt Dillon', 'Michael Keaton']",['Mark Mothersbaugh'],['Buena Vista Pictures'],['$50 million'],"['Thomas Lennon', 'Robert Ben Garant', 'Mark Perez']",,['Greg Gardiner'],['Wendy Greene Bricmont'],,"['Thomas Lennon', 'Robert Ben Garant', 'Alfred Gough', 'Miles Millar']",,"['Walt Disney Pictures', 'Robert Simonds Productions']",,,,,,,,,,,,,,,,,,,,,,,
Howl's Moving Castle,['Studio Ghibli[1]'],"['5September2004(2004-09-05) (Venice)', '20November2004(2004-11-20) (Japan)', '[4][3]']",['119 minutes[3]'],['Japan[2]'],['Japanese [2]'],['¥23.2 billionUS$236 million (worldwide)[3]'],,,,,,,,['Hayao Miyazaki[1]'],,"[""Howl's Moving Castleby Diana Wynne Jones[2]""]",['Toshio Suzuki[1]'],['Chieko BaishoTakuya KimuraAkihiro Miwa'],['Joe Hisaishi[1]'],['Toho[3]'],['¥2.4 billionUS$24 million'],,,['Atsushi Okui[1]'],['Takeshi Seyama[1]'],,['Hayao Miyazaki[2]'],,,,,,,,,,,,,,,,,,,,['ハウルの動く城'],['Hauru no Ugoku Shiro'],,,,
Sky High,,"['July29,2005(2005-07-29)[1]']",['100 minutes'],['United States'],['English'],['$86.4 million[3]'],,,,,,,,['Mike Mitchell'],"['Paul Hernandez', 'Bob Schooley', 'Mark McCorkle']",,['Andrew Gunn'],"['Kelly Preston', 'Michael Angarano', 'Danielle Panabaker', 'Mary Elizabeth Winstead', 'Kurt Russell']",['Michael Giacchino'],['Buena Vista Pictures Distribution'],['$35 million[2]'],,,['Shelly Johnson'],['Peter Amundson'],,,,"['Walt Disney Pictures', 'Gunn Films']",,,,,,,,,,,,,,,,,,,,,,,
Valiant,,"['March25,2005(2005-03-25) (UK)', 'August19,2005(2005-08-19) (US)']",['76 minutes'],,['English'],['$61.7 million[1]'],45,5.5,32%,"Animation, Adventure, Comedy",G,"$19,478,106",movie,['Gary Chapman'],,,"['John H. Williams', 'Barnaby Thompson (executive producer)']","['Ewan McGregor', 'Ricky Gervais', 'Tim Curry', 'Jim Broadbent', 'Hugh Laurie', 'John Cleese', 'John Hurt', 'Pip Torrens', 'Rik Mayall', 'Olivia Williams']",['George Fenton'],"['Entertainment Film Distributors (United Kingdom)', 'Buena Vista Pictures Distribution (North America)']",['$35 million[1]'],['George Webster'],,,,,"['Jordan Katz', 'George Webster', 'George Melrod']",['United KingdomUnited States'],"['Vanguard Animation', 'Ealing Studios', 'UK Film Council', 'Take Film Partnerships', 'Odyssey Entertainment']",,,,,,,,,,,,,,,,,,,,,,,
The Greatest Game Ever Played,['Walt Disney Pictures'],"['September30,2005(2005-09-30)']",['120 minutes'],['United States'],['English'],['$15.4 million[1]'],,,,,,,,['Bill Paxton'],,['The Greatest Game Ever Played: A True Storyby Mark Frost'],['David BlockerLarry BreznerMark Frost'],['Shia LaBeoufStephen DillanePeter FirthElias Koteas'],['Brian Tyler'],['Buena Vista Pictures'],['$25 million[1]'],,,['Shane Hurlbut'],['Elliot Graham'],,['Mark Frost'],,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Little,,"['October30,2005(2005-10-30) (El Capitan Theatre)', 'November4,2005(2005-11-04) (United States)']",['81 minutes[3]'],['United States'],['English'],['$314.4 million[4]'],48,5.7,36%,"Animation, Adventure, Comedy",G,"$135,386,665",movie,['Mark Dindal'],,['Chicken Little'],['Randy Fullmer'],"['Zach Braff', 'Joan Cusack', 'Dan Molina', 'Steve Zahn', 'Garry Marshall', 'Amy Sedaris', 'Mark Walton', 'Don Knotts']",['John Debney'],['Buena Vista Pictures Distribution'],['$150 million[4]'],"['Mark Dindal', 'Mark Kennedy']",,,['Dan Molina'],,"['Steve Bencich', 'Ron J. Friedman', 'Ron Anderson']",,"['Walt Disney Pictures[1]', 'Walt Disney Feature Animation[2]']",,,,,,,,,,,,,,,,,,,,,,,
